2008.0;0.022888117;0.016688118;0.029438118
2009.0;0.024938118;0.018488117;0.031538118
2010.0;0.029388117;0.022238117;0.036738116
2011.0;0.025138117;0.018638117;0.031888116
2012.0;0.044738118;0.037888117;0.051238116
2013.0;0.038538117;0.031388115;0.04618812
2014.0;0.04433812;0.03688812;0.051488116
2015.0;0.05033812;0.042488117;0.057738118
2016.0;0.05623812;0.048788115;0.06428812
2017.0;0.064638115;0.056638118;0.073038116
2018.0;0.068138115;0.05963812;0.07643812
